episode,reward,avg_loss,epsilon,success,steps
1440,52.900,20.43674,0.050,1,6
1441,53.700,16.19133,0.050,1,8
1442,55.100,25.14461,0.050,1,9
1443,51.300,25.09450,0.050,1,2
1444,53.500,16.72343,0.050,1,5
1445,55.700,21.14311,0.050,1,8
1446,53.000,18.87140,0.050,1,5
1447,53.300,27.86800,0.050,1,7
1448,57.800,26.63092,0.050,1,12
1449,55.100,22.33212,0.050,1,14
1450,57.500,29.17321,0.050,1,10
1451,53.600,26.09330,0.050,1,4
1452,53.200,24.20468,0.050,1,8
1453,16.500,22.11787,0.050,0,50
1454,54.400,22.49844,0.050,1,6
1455,54.300,33.48193,0.050,1,7
1456,22.500,25.90757,0.050,0,50
1457,32.500,26.03693,0.050,0,50
1458,52.700,33.38226,0.050,1,3
1459,57.300,22.63817,0.050,1,12
1460,53.200,25.22768,0.050,1,3
1461,56.900,23.11367,0.050,1,16
1462,23.500,24.65041,0.050,0,50
1463,57.700,22.32572,0.050,1,13
1464,58.500,26.32438,0.050,1,20
1465,56.100,19.06796,0.050,1,9
1466,53.800,23.29009,0.050,1,7
1467,55.800,27.47570,0.050,1,12
1468,57.200,22.66528,0.050,1,13
1469,15.500,21.92467,0.050,0,50
1470,52.200,20.43878,0.050,1,8
1471,59.000,24.10107,0.050,1,20
1472,18.500,27.18618,0.050,0,50
1473,52.600,20.95411,0.050,1,4
1474,54.200,28.89694,0.050,1,8
1475,16.500,24.63605,0.050,0,50
1476,54.700,18.52494,0.050,1,8
1477,55.800,20.11877,0.050,1,12
1478,52.400,20.69060,0.050,1,6
1479,52.100,33.43093,0.050,1,4
1480,54.800,28.41780,0.050,1,12
1481,52.600,30.42807,0.050,1,4
1482,62.700,21.92505,0.050,1,23
1483,56.200,23.31281,0.050,1,13
1484,59.000,25.08357,0.050,1,15
1485,51.800,23.24453,0.050,1,47
1486,70.200,27.81464,0.050,1,48
1487,52.600,22.14290,0.050,1,4
1488,53.000,27.06841,0.050,1,5
1489,12.500,20.97806,0.050,0,50
1490,54.000,26.73447,0.050,1,15
1491,57.000,25.97399,0.050,1,15
1492,51.800,39.88200,0.050,1,2
1493,54.800,18.70178,0.050,1,7
1494,54.300,21.17019,0.050,1,7
1495,67.800,24.48554,0.050,1,27
1496,55.200,24.28143,0.050,1,33
1497,58.000,24.62055,0.050,1,20
1498,53.400,20.68497,0.050,1,6
1499,57.600,22.26921,0.050,1,14
